,0,1
Khalar Vezhven,[],[]
Orys I,[],[]
Rachelle Beinart,[],[]
László Kósa,[],[]
Hugh Irvine,[],[]
Night's_Watch#Oath,[],[]
Luwin,[],"['Order of Maesters', 'House Stark', 'House Greyjoy']"
Allana Tyrell,['House Tyrell'],[]
House Fossoway,[],[]
Struan Rodger,[],[]
battle in the hills below the Golden Tooth,[],[]
Davos Dayne,"['House Dayne', 'House Martell']",[]
pl:Deszcze Castamere,[],[]
Heward,[],['House Stark']
House Gardener,[],[]
Jóhannes Haukur Jóhannesson,[],[]
Windblown,[],[]
House Durrandon,[],[]
Emily Diamond,[],[]
oathbreaking,[],[]
Donnel Waynwood,['House Waynwood'],['House Arryn']
Dwarf 1,[],[]
File:House Stark and retainers.jpg,[],[]
zh:TV:第四季第九集,[],[]
Nelugo,[],"[""Night's Watch""]"
Laurence O'Fuarain,[],[]
Stranger (horse),[],['Sandor Clegane']
de:Die Rote Frau (Episode),[],[]
File:Martyn and Willem Lannister dead s3e5.jpg,[],[]
Aisling Jarrett-Gavin,[],[]
Legitimization,[],[]
Tom Chadbon,[],[]
The Fighting Pits of Meereen,[],[]
Protector of the Seven Kingdoms,[],[]
Kate Dickie,[],[]
eunuchs,[],[]
Neil Baltus,[],[]
master torturer,[],['House Bolton']
Will Dent,[],[]
pl:Nadchodzi zima (odcinek),[],[]
zh:S05E06,[],[]
File:Meeting_in_dorn_jaime_myrcella.jpg,[],[]
House Glover,[],[]
pl:Strażnicy na Murze,[],[]
Catherine Peck,[],[]
File:SansaAlmostRapedSeason2.png,[],[]
Fury,[],[]
Food and drink#New World crops,[],[]
James McKenzie Robinson,[],[]
wikipedia:Scotland,[],[]
Brozho,[],[]
File:Lyanna_Mormont_and_Jorah_s8_ep2.jpg,[],[]
Game of Thrones: Season 2,[],[]
Lord of Riverrun,[],[]
Wall,[],[]
Tim Landers,[],[]
File:Aemon_Samwell_Kill_the_Boy.jpg,[],[]
Guiomar Alonso,[],[]
Boros Blount,['House Blount'],"[""House Baratheon of King's Landing"", 'Kingsguard']"
Tyrell servant,[],['House Tyrell']
Bea Glancy,[],[]
Vasco Temudo,[],[]
Georg Hólm,[],[]
Sam Redford,[],[]
File:Sansa's new clothes.jpg,[],[]
Doreah,[],"['Illyrio Mopatis', 'House Targaryen', 'Xaro Xhoan Daxos']"
King's Landing,[],[]
King-Beyond-the-Wall,[],[]
Bloodrider,[],[]
David Forman,[],[]
es:Un Hombre sin Honor,[],[]
zh:鹰身女妖之子,[],[]
Armament,[],[]
Category:Swords,[],[]
Wikipedia:Jane Shore,[],[]
harpy,[],[]
Joe Cassidy,[],[]
Ian Hanmore,[],[]
Dagmer,[],['House Greyjoy']
Lordsport dockhand,[],['House Botley']
File:No_one_lady_crane.jpg,[],[]
Wikipedia:Siege of Jerusalem (1099),[],[]
pl:Wspinaczka,[],[]
lemon cake,[],[]
es:Los niños,[],[]
pl:Dom Czerni i Bieli (odcinek),[],[]
file:Book of the Stranger 09.jpg,[],[]
Valyrian steel dagger#In the books,[],[]
Costumes/King's Landing,[],[]
Clive Goble,[],[]
Category:Episodes directed by Tim Van Patten,[],[]
Battle of the Bells,[],[]
Mhaegen,[],['Petyr Baelish']
Valar Morghulis,[],[]
File:Game-of-thrones-season-6-isaac-hempstead-wright.jpeg,[],[]
Category:Valyrian steel blades,[],[]
Russell MacLeod,[],[]
Rori Hawthorn,[],[]
File:Cersei-joffrey.png,[],[]
Martin 'Mato' Uhrovcik,[],[]
Water Gardens,[],[]
"Prophecies, visions, and dreams",[],[]
Wikipedia:Caravaggio,[],[]
pl:A teraz jego warta dobiegła końca,[],[]
Qarl Correy,[],"['House Velaryon', 'Blacks']"
Lacy Moore,[],[]
Aggo (The Red Woman),[],['Moro']
Dylan Jones,[],[]
Josephine Gillan,[],[]
Anguy,[],['Brotherhood Without Banners']
Barry McGovern,[],[]
Aaron Blackman,[],[]
ru:Золотая корона,[],[]
Image:GoT Battle of Blackwater Bay.jpg,[],[]
ru:Север помнит,[],[]
The Prince That Was Promised,[],[]
Gordon Mahn,[],[]
Kaeth,[],"['Order of Maesters', 'House Targaryen']"
Tygett Lannister,['House Lannister'],[]
File:Blood of My Blood 05.jpg,[],[]
File:ReyneRebellion.png,[],[]
The Night Lands,[],[]
File:Mother of direwolves.jpg,[],[]
Lightbringer,[],[]
Jón Þór Birgisson,[],[]
Gold Cloak (The Night Lands),[],"[""City Watch of King's Landing""]"
Joe Claflin,[],[]
File:Stannis_dance_of_dragons.png,[],[]
Gabor Szeman,[],[]
Rosie McClelland,[],[]
Patrick Rocks,[],[]
File:Brienne riding with podrick.png,[],[]
File:The children Tyrion with Bow S4.png,[],[]
Brandon Stark,['House Stark'],[]
Aron Santagar,['House Santagar'],"[""House Baratheon of King's Landing""]"
Tomard,[],['House Stark']
:File:Lollys_embroidery.jpg,[],[]
Gender and sexuality,[],[]
Max Laird,[],[]
Camilla Naprous,[],[]
pl:Przedrzeźniacz,[],[]
Moro's wife 1,[],['Moro']
Ginger A. Taylor,[],[]
Ian Whyte,[],[]
Category:Episodes released in 2012,[],[]
Captured wight,[],['White Walkers']
Domonkos Pardanyi,[],[]
Category:House Greyjoy,[],[]
File:Home 23.jpg,[],[]
Willa (The Last of the Starks),[],['House Stark']
House Tarth,[],[]
The Wolf and the Lion,[],[]
Raymond Griffiths,[],[]
Niall O'Donnell,[],[]
Mossador,[],"['Great Masters', 'House Targaryen']"
Moat Cailin,[],[]
Levan Doran,[],[]
fr:De Mon Sang,[],[]
Thin man#In the books,[],[]
Ciaran O'Grady,[],[]
Hafþór Júlíus Björnsson,[],[]
heart tree,[],[]
File:Myrcella-and-Trystane.jpg,[],[]
Ros's dissatisfied customer,[],[]
Tully bannerman,[],['House Tully']
Willis Wode,['House Wode'],['House Whent']
Mockingbird,[],[]
fr:L'Oiseau moqueur,[],[]
Cooper,[],"[""Night's Watch""]"
First trial by combat of Tyrion Lannister,[],[]
Mago,[],['Drogo']
Dragonstone,[],[]
Talisa Stark,"['Maegyr family', 'House Stark']",['Old Blood']
Harker,[],"[""Night's Watch""]"
Simon Armstrong,[],[]
Michael Benbaruk,[],[]
ja:シーズン5第9話「竜の舞踏」,[],[]
Waldron Frey,['House Frey'],[]
Rhoyne,[],[]
File:Theon & Dagmer 2x10.jpeg,[],[]
ru:Поцелованная огнём,[],[]
File:Game-of-thrones-season-4-finale-tree-man.jpg,[],[]
Raymond Keane,[],[]
Nymeria (direwolf),[],"['Arya Stark', 'Riverlands']"
Weeping Water,[],[]
Book of the Stranger,[],[]
Guest right,[],[]
Robert Sterne,[],[]
Niall Bishop,[],[]
Mirelle,[],['Petyr Baelish']
Game of Thrones musical themes and motifs#Conspiary theme,[],[]
Wikipedia:Waiting for Godot,[],[]
Tim Halloran,[],[]
de:Eine goldene Krone (Episode),[],[]
Andrew Bryan,[],[]
old warhorn,[],[]
D.B. Weiss,[],[]
Dwarfism,[],[]
Andy Moore,[],[]
ru:Два меча,[],[]
Frank O'Sullivan,[],[]
pl:Baelor (odcinek),[],[]
File:Wights 1x10.png,[],[]
Bastardy,[],[]
Fall of Harrenhal,[],[]
fr:Fils de la Harpie,[],[]
Great House,[],[]
Winterfell spy,[],"['House Stark', 'Petyr Baelish']"
Iron Fleet,[],['House Greyjoy']
Steve Abela,[],[]
Red Waste,[],[]
Mercenary,[],[]
Krysten Coombs,[],[]
Kingsguard,[],"['King of the Andals, the Rhoynar, and the First Men']"
fr:Grand Moineau,[],[]
Fall of Casterly Rock,[],[]
pt-br:Beijada pelo Fogo,[],[]
Bella Ramsey,[],[]
Adam Devereux,[],[]
First Steward,[],[]
ja:シーズン3第10話「次なる戦いへ」,[],[]
Braavos (short),[],[]
Peter Dinklage,[],[]
File:Stannis attacks.png,[],[]
Fall of Moat Cailin,[],[]
Wikipedia:Clovis I,[],[]
es:Se acerca el Invierno,[],[]
Shadow Tower,[],[]
House Corbray,[],[]
Robert Baratheon,"['House Baratheon', ""House Baratheon of King's Landing""]","['House Arryn', 'House Targaryen']"
Carlos Castillo,[],[]
Gavin Weatherall,[],[]
tourney herald,[],"[""House Baratheon of King's Landing""]"
Javier Botet,[],[]
ro:Acasă,[],[]
Shae,[],['House Lannister']
Bronn,"[""Bronn's house""]","['Catelyn Stark', 'House Lannister', ""City Watch of King's Landing"", 'Small Council']"
File:The Wall.jpg,[],[]
First Dornish War,[],[]
Stony Shore,[],[]
Wikipedia:Trsteno Arboretum,[],[]
High Septon (Tommen),[],['Faith of the Seven']
it:La Vipera e la Montagna,[],[]
Sam Stefan,[],[]
Rhaenys Targaryen (sister of Aegon I),['House Targaryen'],[]
File:Sansa-wedding.jpg,[],[]
greensight,[],[]
dragon,[],[]
House Clegane,[],[]
Ray#In the books,[],[]
Radovan Ribic,[],[]
Free Cities,[],[]
Gordy,[],['House Bolton']
Spearwife,[],[]
Tony Van Silva,[],[]
Tales of Dunk and Egg,[],[]
Nonso Anozie,[],[]
Greizhen mo Ullhor,['House of Ullhor'],['Good Masters']
File:Cersei and Lancel.png,[],[]
Will Tudor,[],[]
ro:Urcuşul,[],[]
Walder Frey,['House Frey'],"['House Tully', ""House Baratheon of King's Landing""]"
Rashid Phoenix,[],[]
Jack Hickey,[],[]
Andrew Wilde,[],[]
Colen of Greenpools,[],['House Baratheon']
File:203 Renly Loras in bed.jpg,[],[]
Jason Momoa,[],[]
James Faulkner,[],[]
House Florent,[],[]
lt:The Door,[],[]
Regent,[],[]
Lyanna Mormont,['House Mormont'],"['House Stark', 'White Walkers']"
Black Cliffs,[],[]
Ghita,[],[]
heraldry,[],[]
Styr,[],['Mance Rayder']
Mother of Mountains,[],[]
Red Priestess (High Sparrow),[],"['Red Temple', 'Volantis']"
File:Bronn singing.jpg,[],[]
Danielle Galligan,[],[]
File:Wight.png,[],[]
lt:Book of the Stranger,[],[]
Wikipedia:Antigone (Sophocles,[],[]
file:Book of the Stranger 08.jpg,[],[]
Stableboy,[],"[""House Baratheon of King's Landing""]"
Myr,[],[]
Maxine Anthony,[],[]
Magister,[],[]
Kegs,[],"[""Night's Watch""]"
es:Perjurio,[],[]
Maro Drobnic,[],[]
Field of Fire,[],[]
"pl:Co jest martwe, nigdy nie umrze",[],[]
ru:Сломленный,[],[]
es:Caballero de los Siete Reinos,[],[]
ru:Драконий Камень,[],[]
File:LetterFromTheOldGodsAndTheNew.jpg,[],[]
Daeron I Targaryen,['House Targaryen'],"['King of the Andals, the Rhoynar, and the First Men', 'Lord of the Seven Kingdoms', 'Protector of the Realm']"
Religion,[],[]
Rachael Evelyn,[],[]
zh:S05E05,[],[]
Oros,[],[]
Jeremy Podeswa,[],[]
it:Il campione,[],[]
Viserys Targaryen (son of Aerys II),['House Targaryen'],[]
Lord Protector,[],[]
File:MV5BMTYzNTI2MzYxMF5BMl5BanBnXkFtZTgwODE2OTg3MTE@ V1 SX1303 SY552 .jpg,[],[]
File:Brienne swears to Sansa..png,[],[]
Little bird (You Win or You Die),[],['Varys']
Shaggydog,[],['Rickon Stark']
Prince of Winterfell,[],[]
file:Arya & Gendry S8 E2.jpg,[],[]
John Stahl,[],[]
Adam Collins,[],[]
Jack Morgan,[],[]
Buster Reeves,[],[]
Mace Tyrell,['House Tyrell'],"['House Targaryen', ""House Baratheon of King's Landing"", 'House Baratheon']"
Diego Herberg,[],[]
wikipedia:Trojan War,[],[]
Image:In the hills.jpg,[],[]
Osha,[],['House Stark']
Captain's daughter,[],[]
File:S04E09 - Jon & Sam (On the Wall).png,[],[]
es:A casa,[],[]
Lukas Tomsik,[],[]
Category:Regions,[],[]
File:Tyrion Street S8 Ep6.jpg,[],[]
Jonathan Pryce,[],[]
Ross Moneypenny,[],[]
Twins,[],[]
Last War,[],[]
Seven,[],[]
HBO,[],[]
Florence + The Machine,[],[]
pl:Lew i Róża,[],[]
Rebecca Van Cleave,[],[]
Category:High Septons,[],[]
Daeron II Targaryen,['House Targaryen'],[]
Sasa Vuk,[],[]
File:Theon and Robb 1x09.jpg,[],[]
ro:Muntele și Vipera,[],[]
The Door,[],[]
Category:Episodes released in 2014,[],[]
Lord Commander of the Kingsguard,[],[]
es:Los vigilantes del Muro,[],[]
Poison,[],[]
Robert Aramayo,[],[]
Jamie Michie,[],[]
es:Invernalia,[],[]
Marei,[],['Petyr Baelish']
Jonathan Cohen,[],[]
Robert Pavey,[],[]
Coming of the Andals,[],[]
File:Stark Sibling's S8 Ep6.jpg,[],[]
ro:Valar Dohaeris,[],[]
Trident#The Red Fork,[],[]
Mustapha Mekanassi,[],[]
Common Tongue,[],[]
Lucy Allen,[],[]
David Bradley,[],[]
Old Valyria,[],[]
cannibalism,[],[]
Deirdre Monaghan,[],[]
File:Tyrion-bronn.jpg,[],[]
Wallen,[],"[""Night's Watch""]"
bastard's girls,[],['Ramsay Bolton']
Hadi Kermani,[],[]
298 AC,[],[]
File:Lyanna's statue.jpg,[],[]
assault on Seagard,[],[]
Children of the Forest,[],[]
First Men,[],[]
Peter Theobalds,[],[]
300 AC,[],[]
Toby Sebastian,[],[]
Siege of Rook's Rest,[],[]
House of the Dragon,[],[]
Yoren,[],"[""Night's Watch""]"
Ebrose,[],['Order of Maesters']
it:Un uomo senza onore,[],[]
Ian Gelder,[],[]
Kayla,[],['Petyr Baelish']
Field of Crows,[],[]
King of the Iron Islands,[],[]
Edward Mercieca,[],[]
Winter Is Coming,[],[]
pl:Synowie Harpii,[],[]
Duncan Targaryen,['House Targaryen'],[]
Marin Tudor,[],[]
zh:Valar Morghulis,[],[]
Great Tourney at Harrenhal,[],[]
de:Sprengerin der Ketten (Episode),[],[]
ru:Победа или смерть,[],[]
ro:Nordul își amintește,[],[]
File:Jaime Mhysa finale returns.jpg,[],[]
Assassination of Jon Arryn,[],[]
House Blackmont,[],[]
khal,[],[]
de:Die Kinder (Episode),[],[]
bravo,[],[]
White Rat#In the books,[],[]
Eddard Stark,['House Stark'],"['House Arryn', ""House Baratheon of King's Landing"", 'Small Council']"
uk:Зима близько,[],[]
Greensight,[],[]
Wikipedia:Elric of Melniboné,[],[]
Ned Umber,['House Umber'],"['House Stark', 'White Walkers']"
Claire Wright,[],[]
Knighthood,[],[]
pl:Lord Snow (odcinek),[],[]
ru:Волк и лев,[],[]
Gordon Fulton,[],[]
Pylos,[],['Order of Maesters']
Qarlton Chelsted,['House Chelsted'],['House Targaryen']
pl:Dwa miecze,[],[]
Cley Cerwyn,['House Cerwyn'],"['House Bolton', 'House Stark']"
Curtis-Lee Ashqar,[],[]
Lemon cake,[],[]
Maggy,[],[]
Game of Thrones: Season 5#Adaptation,[],[]
Image:Varys and Illyrio.jpg,[],[]
Valryon,[],['House Targaryen']
ro:Cartea străinului,[],[]
File:Grenn-yield.png,[],[]
Younes Afroukh,[],[]
Kevin Keenan,[],[]
Khal,[],[]
ro:Îndurarea Mamei,[],[]
zh:TV:第三季第二集,[],[]
Padraig O'Grady,[],[]
Shireen Baratheon,['House Baratheon of Dragonstone'],[]
Neck,[],[]
pl:Krew mojej krwi,[],[]
Maekar Targaryen,['House Targaryen'],[]
The Dornishman's Wife,[],[]
Stark guard (A Man Without Honor),[],['House Stark']
Joel Fry,[],[]
Ramin Djawadi,[],[]
fr:La Demeure du Noir et du Blanc,[],[]
File:Jon TQJ.jpg,[],[]
pt-br:Os Vigilantes na Muralha,[],[]
The Iron Throne,[],[]
Battle of Whispering Wood,[],[]
King in the North,[],[]
Second Sons (episode),[],[]
File:The Broken Man 05.jpg,[],[]
Wyman Manderly,['House Manderly'],['House Stark']
es:Lord Nieve,[],[]
Adrian McGaw,[],[]
fr:L'Ascension,[],[]
Mark Gatiss,[],[]
Game of Thrones title sequence,[],[]
Category:Episodes written by David Benioff,[],[]
Great Sept of Baelor,[],[]
Guymon,[],[]
File:Jon and Dany 707.jpg,[],[]
ru:Красная женщина,[],[]
Robar Royce,['House Royce'],"['Kingsguard', 'Renly Baratheon']"
Category:Episodes written by D.B. Weiss,[],[]
"pl:Kalecy, bękarci i im podobni",[],[]
Michael Byrch,[],[]
Category:Qarth,[],[]
Aegon's Conquest,[],[]
it:La guerra alle porte,[],[]
es:La Casa de Negro y Blanco,[],[]
Sealord of Braavos,[],[]
Oxcross,[],[]
zh:S05E10,[],[]
The Hold Steady,[],[]
it:Gli ultimi Stark,[],[]
zh:TV:第四季第三集,[],[]
parley,[],[]
Dothraki crone,[],['Dosh Khaleen']
Game of Thrones: Season 5,[],[]
ironborn,[],[]
Frank Hvam,[],[]
File:Baby.jpg,[],[]
ru:Миса,[],[]
Zahari Grozdanov,[],[]
Wikipedia:Canary trap,[],[]
Silence,[],[]
Lord Blackmont,['House Blackmont'],['House Martell']
Winston Davis,[],[]
File:Dany-wasteSeason2.jpg,[],[]
Robert Stunkovic,[],[]
lizard-lion,[],[]
Josh Ravenscroft,[],[]
Robert Pugh,[],[]
File:GoT S08E03 AKNK.png,[],[]
Bravo,[],[]
giants,[],[]
Ben Dimmock,[],[]
Sansa Stark,"['House Stark', 'House Lannister', 'House Bolton']",['House Targaryen']
Dean Forster,[],[]
J.T. Cure,[],[]
Ella-Rose Sands,[],[]
Marc Rissmann,[],[]
Trevor Addie,[],[]
Andrej Riabokon,[],[]
File:TheonsBaptism.jpg,[],[]
Wikipedia:Eunuch,[],[]
File:The Dragon and the Wolf Cersei.jpg,[],[]
File:Captured King's Landing S8 Ep6.jpg,[],[]
wikipedia:Dungeons and Dragons,[],[]
Street tough 1,[],[]
horse,[],[]
Category:House Tarth,[],[]
Fola Evans-Akingbola,[],[]
Myriah Martell,"['House Martell', 'House Targaryen']",[]
"ru:Что мертво, умереть не может",[],[]
massacre at Hardhome,[],[]
File:Drogo's fall.jpg,[],[]
File:Davos at the Iron Bank of Braavos.jpg,[],[]
Black Betha,[],[]
April Ferry,[],[]
Dornish Marches,[],[]
File:Ghost on a hill.jpg,[],[]
File:Cersei's-WalkofShame-S05E10.jpg,[],[]
Stafford Lannister,['House Lannister'],[]
pl:Wielki Wróbel,[],[]
Category:House Baratheon of Dragonstone,[],[]
Category:Episodes released in 2015,[],[]
Frédéric André,[],[]
fr:La Néra,[],[]
Nwanokwu Kelechi,[],[]
José Mellinas,[],[]
Jaqen H'ghar,[],['Faceless Men']
Fingers,[],[]
Night's Watch#Oath,[],[]
Harys Swyft#In the books,[],[]
James Grogan,[],[]
The Winds of Winter,[],[]
Dan Smith,[],[]
House Crakehall,[],[]
File:Rast Piggy and Mormont.jpg,[],[]
Michelle McKeown,[],[]
An History of Aegon the Conqueror and His Conquest of Westeros,[],[]
Essovius,[],['House Targaryen']
Ivo Popovic,[],[]
File:Oathbreaker 19.jpg,[],[]
fr:La justice de la reine,[],[]
pt-br:Sangue do Meu Sangue,[],[]
File:Olenna_after_Highgarden_falls_s7.png,[],[]
Nymeria's daughter,['House Martell'],[]
Lyonel Tyrell,['House Tyrell'],['House Targaryen']
Bill Hobbs,[],[]
Jon Lynderly,['House Lynderly'],['House Arryn']
Logan Bruce,[],[]
File:Письмо Тириона Джону Сноу 7x02.jpg,[],[]
Lothar Frey,['House Frey'],[]
Wineseller,[],['Varys']
Red Mountains,[],[]
Gergö Horpácsi,[],[]
Rickon Stark (father of Cregan),['House Stark/House of the Dragon'],['House Targaryen/House of the Dragon']
Robert Hladik,[],[]
Miguel Sapochnik,[],[]
Magic,[],[]
Lion,[],[]
Fenix Searle,[],[]
Mink,[],"[""Night's Watch""]"
Lannister scout,[],['House Lannister']
File:Battle of the Bastards 22.jpg,[],[]
Michael Feast,[],[]
Peter Miles,[],[]
Roxanne McKee,[],[]
Wikipedia:Fabian strategy,[],[]
Loren I Lannister,['House Lannister'],['House Targaryen']
Michael Yare,[],[]
Battle of Ashford,[],[]
Yunkai,[],[]
Gethin Anthony,[],[]
pl:Drzwi,[],[]
ru:Острый конец,[],[]
pt-br:Sabiá,[],[]
it:Valar Dohaeris,[],[]
Mossador#In the books,[],[]
Mace Tyrell#In the books,[],[]
Wikipedia:Chiaroscuro,[],[]
Blood magic,[],[]
Moro's wife 2,[],['Moro']
File:Manticore.jpg,[],[]
it:Il dono,[],[]
file:Purple Wedding.png,[],[]
Golden Company,[],"['House Lannister', 'House Blackfyre']"
Irri,[],"['Drogo', 'House Targaryen']"
ro:Omoară-l pe baiat,[],[]
House Baratheon of Dragonstone,[],[]
Edmure Tully,['House Tully'],['House Stark']
File:Brienne Owns Jaime.jpg,[],[]
Category:House Targaryen,[],[]
pl:Winterfell,[],[]
ro:Străjerii,[],[]
Lommy,[],"[""Night's Watch""]"
Luthor Tyrell,['House Tyrell'],['House Targaryen']
Hardhome,[],[]
File:The Broken Man 09.jpg,[],[]
File:Ghostgilly.png,[],[]
Elisa Lasowski,[],[]
Samwell Tarly,['House Tarly'],"[""Night's Watch"", 'Order of Maesters', 'Small Council']"
Three Sisters,[],[]
de:Das Haus von Schwarz und Weiß (Episode),[],[]
Dylan McDonough,[],[]
Aeron Greyjoy,['House Greyjoy'],['Drowned Men']
Oengus MacNamara,[],[]
302 AC,[],[]
Game of Thrones: A Telltale Games Series,[],[]
Castle Stokeworth,[],[]
maegi,[],[]
Nanna Bryndís Hilmarsdóttir,[],[]
"de:Was tot ist, kann niemals sterben (Episode)",[],[]
de:Hartheim,[],[]
File:Jofrey_Margaery_waving_S3E4.jpg,[],[]
Wikipedia:Once Upon a Time in the West,[],[]
Lackwit,[],[]
Jacob Anderson,[],[]
pt-br:Winterfell,[],[]
Nikovich Sammut,[],[]
it:Le campane,[],[]
File:Jofrey Margery Bonding.jpg,[],[]
Goran Daldon,[],[]
zh:TV:第一季第一集,[],[]
Ryan McKenna,[],[]
House Blackwood,[],[]
Tytos Lannister,['House Lannister'],['House Targaryen']
File:Gilly and sam kiss.jpg,[],[]
Ben Wright,[],[]
J.J. Murphy,[],[]
Stannis Baratheon,"['House Baratheon', 'House Baratheon of Dragonstone']","[""House Baratheon of King's Landing"", 'Small Council']"
Hobb,[],"[""Night's Watch""]"
File:Ygritte dies.png,[],[]
Savior of the City,[],[]
Michael Hayes,[],[]
Dennis McKeever,[],[]
Grahame Fox,[],[]
Wikipedia:Blackadder,[],[]
Gulltown,[],[]
Alysanne Targaryen,['House Targaryen/House of the Dragon'],[]
File:Arya and Yoren 1x10.png,[],[]
fr:L'Homme Brisé,[],[]
Nissa Nissa,[],[]
File:MountainSeason4.jpg,[],[]
Jaime Lannister,['House Lannister'],"['Kingsguard', 'Small Council']"
Brendan McCormack,[],[]
Kadrolsha Ona Carole,[],[]
Grand Maester,[],[]
Jarrell Hall,[],[]
"pt-br:Asas Escuras, Palavras Escuras",[],[]
fr:Les Derniers des Stark,[],[]
pt-br:Lorde Snow,[],[]
Roy Dotrice,[],[]
Battle of Winterfell,[],[]
raid on Lannisport,[],[]
Tycho Nestoris,[],['Iron Bank of Braavos']
Paul Herbert,[],[]
Loras Tyrell,['House Tyrell'],"['House Baratheon', 'Kingsguard', 'Renly Baratheon', 'Faith Militant']"
Luke,[],"[""Night's Watch""]"
Iron Islands,[],[]
Riddell,[],['Brotherhood Without Banners']
Will Willoughby,[],[]
Jim Stanes,[],[]
File:Battle of the Goldroad map.png,[],[]
The Red Woman,[],[]
Miroslav Buhin,[],[]
Desmond Crakehall,['House Crakehall'],['House Lannister']
Ghiscari Empire,[],[]
File:Yara Season 3 Trailer.jpg,[],[]
Ashley Beck,[],[]
File:Game-of-thrones-season-7-stormborn-image-6.jpg,[],[]
File:Brienne_at_joffrey_wedding.png,[],[]
Jer O'Leary,[],[]
Jon Connington#In the books,[],[]
Marillion,[],[]
Breige Roche,[],[]
Castle Black,[],[]
pt-br:Perjura,[],[]
Conor Watters,[],[]
Tyria,[],[]
pt-br:O Príncipe de Winterfell,[],[]
File:Tyrion and Varys Eastwatch.jpg,[],[]
fr:Une couronne en or,[],[]
Battle at the Mummer's Ford,[],[]
File:601 Mhysa is a master.png,[],[]
Rhaenyra Targaryen,['House Targaryen/House of the Dragon'],['Blacks']
Great Master (Breaker of Chains),[],['Great Masters']
Locke,[],"['House Bolton', ""Night's Watch""]"
Neil Fingleton,[],[]
File:Jon and Jeor.jpg,[],[]
Gudni Kristjansson,[],[]
Vladimír Furdík,[],[]
Free Folk,[],[]
Vinnie McCabe,[],[]
Salt Throne,[],[]
Image:Tyrion on trial.jpg,[],[]
Jenny of Oldstones,[],[]
City Watch of King's Landing,[],"['King of the Andals, the Rhoynar, and the First Men']"
fr:La Femme Rouge,[],[]
zh:TV:第一季第二集,[],[]
Flowering,[],[]
Shane Steyn,[],[]
de:Der Bär und die Jungfrau hehr (Lied),[],[]
Kevin Eldon,[],[]
River Road,[],[]
Lu Corfield,[],[]
Prince,[],[]
Nikola Bace,[],[]
Robb Stark,['House Stark'],[]
Paul Jennings,[],[]
Ferenc Berecz,[],[]
de:Der Eiserne Thron (Episode),[],[]
pl:Wschodnia Strażnica (odcinek),[],[]
Walk of Punishment (episode),[],[]
the Prince That Was Promised,[],[]
Castle Cerwyn,[],[]
Aegor Rivers,"['House Targaryen', 'Legitimization']","['House Blackfyre', 'Golden Company']"
Vala,[],['Sons of the Harpy']
pt-br:A Escalada,[],[]
Farmer,[],['House Tully']
Paul Rattray,[],[]
Steven Blount,[],[]
fr:Les Vents de l'Hiver,[],[]
Stygg,[],['House Greyjoy']
pl:Valar Morghulis (odcinek),[],[]
Ralph Ineson,[],[]
Stonesnake,[],"[""Night's Watch""]"
Sack of King's Landing,[],[]
Lucy McConnell,[],[]
ja:シーズン4第8話「山と毒蛇」,[],[]
Elyo Grivas,[],[]
slavery,[],[]
Game of Thrones musical themes and motifs#Dragon attack motif,[],[]
White Walker (Valar Morghulis),[],[]
Keisha Castle-Hughes,[],[]
Genna Lannister,['House Lannister'],[]
William,[],['House Lannister']
House Lothston,[],[]
Rosa Frazer,[],[]
Orphan kid 1,[],[]
Image:Soundtrack Season 2.jpg,[],[]
Ella Tweed,[],[]
Gary Greenberg,[],[]
Margaery Tyrell,"['House Tyrell', 'House Baratheon', ""House Baratheon of King's Landing""]",[]
Helen Bailey,[],[]
battle on the Green Fork,[],[]
Shagga,[],['Stone Crows']
Mark Lewis Jones,[],[]
Barrie Gower,[],[]
fr:Un Chevalier des Sept Couronnes,[],[]
pl:Dzieci,[],[]
Caroline Davis,[],[]
Stephanie Blacker,[],[]
High Priestess of the Dosh Khaleen,[],"['Dosh Khaleen', 'House Targaryen']"
Faith Militant 1,[],['Faith Militant']
Septa,[],[]
Euron Greyjoy,['House Greyjoy'],['House Lannister']
Execution of Eddard Stark,[],[]
Nicklas Hansson,[],[]
Arya Stark#Kill list,[],[]
pl:Hardhome,[],[]
goatherd,[],[]
File:Cersei_Stormborn_ep.jpg,[],[]
A Song of Ice and Fire (Ebrose),[],[]
Game of Thrones musical themes and motifs#Jon and Ygritte's theme,[],[]
ru:И теперь его дозор окончен,[],[]
Béla Orsányi,[],[]
es:Dos espadas,[],[]
Richard Dwyer,[],[]
pt-br:A Ponta Aguçada,[],[]
Goatherd,[],[]
The Bear and the Maiden Fair (episode),[],[]
Tamer Hassan,[],[]
Greywater Watch,[],[]
File:Stannis inside his command tent.jpg,[],[]
Vhagar,[],"['Visenya Targaryen', 'Baelon Targaryen', 'Laena Velaryon', 'Aemond Targaryen']"
Game of Thrones musical themes and motifs#Daenerys's theme,[],[]
Wikipedia:Alcázar of Seville,[],[]
Tomas Ereminas,[],[]
Sons of the Harpy (episode),[],[]
White Sword Tower,[],[]
Tournament,[],[]
es:Nadie,[],[]
salt wife,[],[]
File:Ned's execution.jpg,[],[]
Selyse Baratheon,"['House Florent', 'House Baratheon of Dragonstone']",[]
File:Cersei and High Sparrow-5x03.jpg,[],[]
pt-br:Os Deuses Antigos e os Novos,[],[]
Boake,[],['Faith Militant']
